input	pcm	phbuf_hex_len	genphon_hex_len	phidx_count	pinyins
痏	12991	0	0	0	 
痐	0	0	0	0	 
痑	8998	0	0	0	 
痒	0	0	0	0	 
痓	8074	0	0	0	 
痔	11099	0	0	0	 
痕	0	0	0	0	 
痗	7997	0	0	0	 
痘	0	0	0	0	 
痙	0	0	0	0	 
痚	8250	0	0	0	 
痛	0	0	0	0	 
痜	0	0	0	0	 
痝	8745	0	0	0	 
痞	0	0	0	0	 
痟	0	0	0	0	 
痠	0	0	0	0	 
痡	8327	0	0	0	 
痢	8074	0	0	0	 
痣	9097	0	0	0	 
痤	0	0	0	0	 
痥	8074	0	0	0	 
痦	8965	0	0	0	 
痧	8844	0	0	0	 
痨	0	0	0	0	 
痩	9174	0	0	0	 
痪	9889	0	0	0	 
痫	0	0	0	0	 
痬	0	0	0	0	 
痭	0	0	0	0	 
痮	0	0	0	0	 
痯	8954	0	0	0	 
痰	8492	0	0	0	 
痱	0	0	0	0	 
痲	0	0	0	0	 
痳	8712	0	0	0	 
痴	0	0	0	0	 
痶	0	0	0	0	 
痷	0	0	0	0	 
痸	7887	0	0	0	 
痹	0	0	0	0	 
痻	8118	0	0	0	 
痼	0	0	0	0	 
痽	0	0	0	0	 
痾	8789	0	0	0	 
痿	8250	0	0	0	 
瘀	8888	0	0	0	 
瘁	8932	0	0	0	 
瘃	0	0	0	0	 
瘄	8459	0	0	0	 
瘅	0	0	0	0	 
瘆	0	0	0	0	 
瘇	0	0	0	0	 
瘈	0	0	0	0	 
瘉	9229	0	0	0	 
瘊	0	0	0	0	 
瘋	8382	0	0	0	 
瘌	0	0	0	0	 
瘍	0	0	0	0	 
瘎	0	0	0	0	 
瘏	8646	0	0	0	 
瘐	0	0	0	0	 
瘑	0	0	0	0	 
瘒	0	0	0	0	 
瘓	0	0	0	0	 
瘔	9372	0	0	0	 
瘕	0	0	0	0	 
瘖	8041	0	0	0	 
瘗	8261	0	0	0	 
瘘	8866	0	0	0	 
瘙	0	0	0	0	 
瘚	8591	0	0	0	 
瘛	0	0	0	0	 
瘝	0	0	0	0	 
瘞	8514	0	0	0	 
瘟	8954	0	0	0	 
瘠	8404	0	0	0	 
瘢	10747	0	0	0	 
瘤	8921	0	0	0	 
瘦	0	0	0	0	 
瘧	0	0	0	0	 
瘨	12056	0	0	0	 
瘩	0	0	0	0	 
瘬	8371	0	0	0	 
瘭	0	0	0	0	 
瘯	8074	0	0	0	 
瘰	0	0	0	0	 
瘲	10186	0	0	0	 
瘳	8206	0	0	0	 
瘵	0	0	0	0	 
瘷	8943	0	0	0	 
瘸	0	0	0	0	 
瘹	0	0	0	0	 
瘺	0	0	0	0	 
瘻	8195	0	0	0	 
瘼	13277	0	0	0	 
瘾	0	0	0	0	 
療	8998	0	0	0	 
癃	0	0	0	0	 
癅	0	0	0	0	 
癆	0	0	0	0	 
癇	0	0	0	0	 
癈	0	0	0	0	 
癉	0	0	0	0	 
癊	0	0	0	0	 
癋	8415	0	0	0	 
癌	8404	0	0	0	 
癍	0	0	0	0	 
癏	0	0	0	0	 
癐	0	0	0	0	 
癑	0	0	0	0	 
癒	0	0	0	0	 
癓	8041	0	0	0	 
癔	8745	0	0	0	 
癖	0	0	0	0	 
癘	0	0	0	0	 
癙	0	0	0	0	 
癚	0	0	0	0	 
癛	8822	0	0	0	 
癜	8261	0	0	0	 
癞	0	0	0	0	 
癠	0	0	0	0	 
癡	0	0	0	0	 
癢	9867	0	0	0	 
癣	0	0	0	0	 
癤	0	0	0	0	 
癥	0	0	0	0	 
癦	0	0	0	0	 
癧	0	0	0	0	 
癨	0	0	0	0	 
癩	0	0	0	0	 
癪	8998	0	0	0	 
癫	12991	0	0	0	 
癭	0	0	0	0	 
癮	8932	0	0	0	 
癯	0	0	0	0	 
癱	0	0	0	0	 
癲	0	0	0	0	 
癳	0	0	0	0	 
癴	0	0	0	0	 
癵	0	0	0	0	 
癶	0	0	0	0	 
癷	8855	0	0	0	 
癸	0	0	0	0	 
発	8393	0	0	0	 
登	10142	0	0	0	 
白	0	0	0	0	 
皀	0	0	0	0	 
皁	8360	0	0	0	 
皂	0	0	0	0	 
皃	7755	0	0	0	 
的	12969	0	0	0	 
皆	0	0	0	0	 
皊	8250	0	0	0	 
皋	0	0	0	0	 
皍	9031	0	0	0	 
皎	0	0	0	0	 
皐	8415	0	0	0	 
皑	0	0	0	0	 
皒	8624	0	0	0	 
皓	0	0	0	0	 
皕	9020	0	0	0	 
皖	0	0	0	0	 
皗	0	0	0	0	 
皘	9097	0	0	0	 
皙	0	0	0	0	 
皛	0	0	0	0	 
皜	0	0	0	0	 
皝	0	0	0	0	 
皞	0	0	0	0	 
皟	0	0	0	0	 
皠	0	0	0	0	 
皡	0	0	0	0	 
皢	0	0	0	0	 
皣	8899	0	0	0	 
皤	0	0	0	0	 
皦	0	0	0	0	 
皧	0	0	0	0	 
皨	0	0	0	0	 
皩	0	0	0	0	 
皪	0	0	0	0	 
皫	0	0	0	0	 
皬	0	0	0	0	 
皭	8745	0	0	0	 
皮	0	0	0	0	 
皯	0	0	0	0	 
皰	8261	0	0	0	 
皱	9284	0	0	0	 
皲	0	0	0	0	 
皳	9713	0	0	0	 
皴	0	0	0	0	 
皵	0	0	0	0	 
皶	0	0	0	0	 
皷	0	0	0	0	 
皸	0	0	0	0	 
皹	0	0	0	0	 
皺	0	0	0	0	 
皻	0	0	0	0	 
皼	0	0	0	0	 
皽	0	0	0	0	 
皾	9185	0	0	0	 
皿	0	0	0	0	 
盀	0	0	0	0	 
盁	8646	0	0	0	 
盂	0	0	0	0	 
盃	0	0	0	0	 
盄	8657	0	0	0	 
盅	8965	0	0	0	 
盆	0	0	0	0	 
盇	8811	0	0	0	 
盈	0	0	0	0	 
盉	8041	0	0	0	 
益	0	0	0	0	 
盋	0	0	0	0	 
盌	8833	0	0	0	 
盍	8052	0	0	0	 
盎	9020	0	0	0	 
盏	9163	0	0	0	 
盐	10967	0	0	0	 
监	9020	0	0	0	 
盔	9328	0	0	0	 
盖	9031	0	0	0	 
盘	0	0	0	0	 
盙	0	0	0	0	 
盚	8855	0	0	0	 
盛	0	0	0	0	 
盜	0	0	0	0	 
盝	0	0	0	0	 
盞	8789	0	0	0	 
盟	0	0	0	0	 
盠	0	0	0	0	 
盡	0	0	0	0	 
盢	0	0	0	0	 
監	0	0	0	0	 
盤	8646	0	0	0	 
盥	0	0	0	0	 
盦	0	0	0	0	 
盧	0	0	0	0	 
盨	0	0	0	0	 
盩	0	0	0	0	 
盪	0	0	0	0	 
盫	0	0	0	0	 
盬	0	0	0	0	 
盭	8261	0	0	0	 
目	8679	0	0	0	 
盯	0	0	0	0	 
盰	9174	0	0	0	 
盱	8932	0	0	0	 
盲	0	0	0	0	 
盳	8591	0	0	0	 
直	0	0	0	0	 
盵	0	0	0	0	 
盶	0	0	0	0	 
盷	8800	0	0	0	 
相	9416	0	0	0	 
盹	0	0	0	0	 
盺	0	0	0	0	 
盻	8580	0	0	0	 
盼	12991	0	0	0	 
盽	8899	0	0	0	 
盾	0	0	0	0	 
眀	9372	0	0	0	 
省	0	0	0	0	 
眂	0	0	0	0	 
眃	9174	0	0	0	 
眄	0	0	0	0	 
眅	0	0	0	0	 
眆	8734	0	0	0	 
眇	8459	0	0	0	 
眈	8525	0	0	0	 
眉	0	0	0	0	 
眊	8789	0	0	0	 
看	0	0	0	0	 
県	8789	0	0	0	 
眍	0	0	0	0	 
眎	0	0	0	0	 
眏	0	0	0	0	 
眐	0	0	0	0	 
眑	0	0	0	0	 
眒	0	0	0	0	 
眓	0	0	0	0	 
眔	0	0	0	0	 
眕	0	0	0	0	 
眖	0	0	0	0	 
眗	0	0	0	0	 
眘	8646	0	0	0	 
眙	9372	0	0	0	 
眚	0	0	0	0	 
眛	0	0	0	0	 
眜	0	0	0	0	 
眝	0	0	0	0	 
眞	8657	0	0	0	 
真	9174	0	0	0	 
眠	0	0	0	0	 
眡	9119	0	0	0	 
眢	0	0	0	0	 
眣	0	0	0	0	 
眤	0	0	0	0	 
眥	8228	0	0	0	 
眦	0	0	0	0	 
眧	8811	0	0	0	 
眨	9482	0	0	0	 
眩	0	0	0	0	 
眪	0	0	0	0	 
眫	0	0	0	0	 
眬	8998	0	0	0	 
眭	0	0	0	0	 
眮	8327	0	0	0	 
眯	0	0	0	0	 
眰	0	0	0	0	 
眱	0	0	0	0	 
眲	0	0	0	0	 
眳	0	0	0	0	 
眴	8712	0	0	0	 
眵	14091	0	0	0	 
眶	0	0	0	0	 
眹	8800	0	0	0	 
眺	0	0	0	0	 
眻	9163	0	0	0	 
眼	0	0	0	0	 
眽	0	0	0	0	 
眾	0	0	0	0	 
眿	8514	0	0	0	 
着	8657	0	0	0	 
睁	0	0	0	0	 
睂	9097	0	0	0	 
睃	0	0	0	0	 
睄	0	0	0	0	 
睅	0	0	0	0	 
睆	7942	0	0	0	 
睇	0	0	0	0	 
睈	0	0	0	0	 
睉	0	0	0	0	 
睊	0	0	0	0	 
睋	0	0	0	0	 
睌	0	0	0	0	 
睍	0	0	0	0	 
睎	0	0	0	0	 
睏	8261	0	0	0	 
睐	9383	0	0	0	 
睑	0	0	0	0	 
睒	0	0	0	0	 
睓	0	0	0	0	 
睔	0	0	0	0	 
睕	0	0	0	0	 
睖	0	0	0	0	 
睗	0	0	0	0	 
睘	0	0	0	0	 
睙	8646	0	0	0	 
睚	8789	0	0	0	 
睛	0	0	0	0	 
睜	0	0	0	0	 
睝	0	0	0	0	 
睞	0	0	0	0	 
睟	0	0	0	0	 
睠	8932	0	0	0	 
睡	10483	0	0	0	 
睢	0	0	0	0	 
睤	9537	0	0	0	 
睥	0	0	0	0	 
睧	8349	0	0	0	 
睨	0	0	0	0	 
睩	0	0	0	0	 
睪	10549	0	0	0	 
睫	0	0	0	0	 
睮	0	0	0	0	 
睯	0	0	0	0	 
睰	0	0	0	0	 
睱	0	0	0	0	 
睲	0	0	0	0	 
睳	0	0	0	0	 
睴	0	0	0	0	 
睵	0	0	0	0	 
睶	0	0	0	0	 
睷	0	0	0	0	 
睸	8668	0	0	0	 
睹	0	0	0	0	 
睻	0	0	0	0	 
睼	10659	0	0	0	 
睽	9944	0	0	0	 
睿	0	0	0	0	 
瞂	0	0	0	0	 
瞃	8734	0	0	0	 
瞄	9086	0	0	0	 
瞅	0	0	0	0	 
瞇	0	0	0	0	 
瞈	0	0	0	0	 
瞉	0	0	0	0	 
瞊	0	0	0	0	 
瞋	12947	0	0	0	 
瞌	12991	0	0	0	 
瞏	0	0	0	0	 
瞐	10835	0	0	0	 
瞑	0	0	0	0	 
瞓	0	0	0	0	 
瞔	0	0	0	0	 
瞕	0	0	0	0	 
瞖	0	0	0	0	 
瞗	0	0	0	0	 
瞘	0	0	0	0	 
瞙	0	0	0	0	 
瞚	0	0	0	0	 
瞛	0	0	0	0	 
瞜	0	0	0	0	 
瞝	0	0	0	0	 
瞞	10703	0	0	0	 
瞟	8789	0	0	0	 
瞢	0	0	0	0	 
瞣	0	0	0	0	 
瞤	8646	0	0	0	 
瞥	0	0	0	0	 
瞦	9482	0	0	0	 
瞧	0	0	0	0	 
瞨	8932	0	0	0	 
瞩	8206	0	0	0	 
瞪	9768	0	0	0	 
瞬	0	0	0	0	 
瞭	0	0	0	0	 
瞮	0	0	0	0	 
瞯	8789	0	0	0	 
瞰	0	0	0	0	 
瞲	9031	0	0	0	 
瞳	0	0	0	0	 
瞴	9427	0	0	0	 
瞵	0	0	0	0	 
瞷	0	0	0	0	 
瞸	0	0	0	0	 
瞹	0	0	0	0	 
瞺	8657	0	0	0	 
瞻	0	0	0	0	 
瞼	8723	0	0	0	 
瞽	8932	0	0	0	 
瞿	0	0	0	0	 
矀	0	0	0	0	 
矁	0	0	0	0	 
矂	0	0	0	0	 
矃	0	0	0	0	 
矄	0	0	0	0	 
矅	0	0	0	0	 
矆	0	0	0	0	 
矇	0	0	0	0	 
矈	0	0	0	0	 
矉	0	0	0	0	 
矊	0	0	0	0	 
矋	0	0	0	0	 
矌	8184	0	0	0	 
矍	0	0	0	0	 
矎	0	0	0	0	 
矏	0	0	0	0	 
矐	0	0	0	0	 
矑	0	0	0	0	 
矒	0	0	0	0	 
矓	0	0	0	0	 
矔	0	0	0	0	 
矕	0	0	0	0	 
矖	8932	0	0	0	 
矗	0	0	0	0	 
矘	0	0	0	0	 
矙	0	0	0	0	 
矚	8778	0	0	0	 
矛	9218	0	0	0	 
矜	0	0	0	0	 
矝	0	0	0	0	 
矞	0	0	0	0	 
矟	0	0	0	0	 
矠	0	0	0	0	 
矡	8734	0	0	0	 
矢	9130	0	0	0	 
矣	0	0	0	0	 
矤	8250	0	0	0	 
知	0	0	0	0	 
矦	9515	0	0	0	 
矧	0	0	0	0	 
矨	9031	0	0	0	 
矩	10934	0	0	0	 
矫	10032	0	0	0	 
短	0	0	0	0	 
矯	0	0	0	0	 
矰	0	0	0	0	 
矱	0	0	0	0	 
矲	8734	0	0	0	 
石	0	0	0	0	 
矴	0	0	0	0	 
矵	8591	0	0	0	 
矶	8514	0	0	0	 
矸	0	0	0	0	 
矺	0	0	0	0	 
矻	0	0	0	0	 
矼	9097	0	0	0	 
矽	9614	0	0	0	 
矾	13211	0	0	0	 
矿	8965	0	0	0	 
砂	0	0	0	0	 
砃	0	0	0	0	 
砄	0	0	0	0	 
砅	0	0	0	0	 
砆	0	0	0	0	 
砇	0	0	0	0	 
砈	8866	0	0	0	 
砉	0	0	0	0	 
砋	8646	0	0	0	 
砌	9240	0	0	0	 
砍	0	0	0	0	 
砎	0	0	0	0	 
砏	0	0	0	0	 
砐	9900	0	0	0	 
砑	0	0	0	0	 
砓	9163	0	0	0	 
研	0	0	0	0	 
砕	9284	0	0	0	 
砖	10868	0	0	0	 
砗	8613	0	0	0	 
砚	0	0	0	0	 
砛	11319	0	0	0	 
砜	0	0	0	0	 
砞	8811	0	0	0	 
砟	0	0	0	0	 
砠	0	0	0	0	 
砡	12991	0	0	0	 
砢	8525	0	0	0	 
砣	0	0	0	0	 
砤	8492	0	0	0	 
砥	8206	0	0	0	 
砦	8657	0	0	0	 
砧	0	0	0	0	 
砨	9009	0	0	0	 
砩	0	0	0	0	 
砪	0	0	0	0	 
砫	8987	0	0	0	 
砬	8635	0	0	0	 
砭	0	0	0	0	 
砯	8668	0	0	0	 
砰	0	0	0	0	 
砱	0	0	0	0	 
砲	0	0	0	0	 
砳	8426	0	0	0	 
破	0	0	0	0	 
砵	0	0	0	0	 
砶	9174	0	0	0	 
砷	8800	0	0	0	 
砸	7832	0	0	0	 
砹	8327	0	0	0	 
砺	8998	0	0	0	 
砻	9031	0	0	0	 
砼	0	0	0	0	 
砽	8327	0	0	0	 
砾	9372	0	0	0	 
础	0	0	0	0	 
硁	0	0	0	0	 
硂	0	0	0	0	 
硃	0	0	0	0	 
硄	8547	0	0	0	 
硅	8987	0	0	0	 
硇	0	0	0	0	 
硈	0	0	0	0	 
硉	0	0	0	0	 
硊	0	0	0	0	 
硋	7733	0	0	0	 
硌	0	0	0	0	 
硍	9493	0	0	0	 
硎	0	0	0	0	 
硏	8217	0	0	0	 
硐	0	0	0	0	 
硑	9097	0	0	0	 
硒	0	0	0	0	 
硓	0	0	0	0	 
硔	8789	0	0	0	 
硕	9427	0	0	0	 
硖	9174	0	0	0	 
硗	0	0	0	0	 
硘	0	0	0	0	 
硙	0	0	0	0	 
硚	0	0	0	0	 
硛	0	0	0	0	 
硜	9317	0	0	0	 
硝	0	0	0	0	 
硞	0	0	0	0	 
硟	0	0	0	0	 
硠	0	0	0	0	 
硡	0	0	0	0	 
硢	0	0	0	0	 
硣	0	0	0	0	 
硤	0	0	0	0	 
硥	0	0	0	0	 
硦	0	0	0	0	 
硧	0	0	0	0	 
硨	0	0	0	0	 
硩	7997	0	0	0	 
硪	9823	0	0	0	 
硫	8932	0	0	0	 
硭	8833	0	0	0	 
确	0	0	0	0	 
硯	0	0	0	0	 
硰	0	0	0	0	 
硱	0	0	0	0	 
硲	0	0	0	0	 
硳	0	0	0	0	 
硴	0	0	0	0	 
硵	0	0	0	0	 
硶	9383	0	0	0	 
硷	0	0	0	0	 
硹	0	0	0	0	 
硺	0	0	0	0	 
硻	8965	0	0	0	 
硼	0	0	0	0	 
硽	0	0	0	0	 
硾	0	0	0	0	 
硿	0	0	0	0	 
碀	0	0	0	0	 
碁	0	0	0	0	 
碂	0	0	0	0	 
碃	0	0	0	0	 
碄	0	0	0	0	 
碅	0	0	0	0	 
碆	8492	0	0	0	 
碇	0	0	0	0	 
碈	8734	0	0	0	 
碉	0	0	0	0	 
碋	8327	0	0	0	 
碌	7832	0	0	0	 
碍	8866	0	0	0	 
碎	0	0	0	0	 
碏	0	0	0	0	 
碐	8074	0	0	0	 
碑	0	0	0	0	 
碒	8503	0	0	0	 
碓	0	0	0	0	 
碔	0	0	0	0	 
碕	0	0	0	0	 
碖	9020	0	0	0	 
碗	9339	0	0	0	 
碘	7887	0	0	0	 
碚	8646	0	0	0	 
碛	9152	0	0	0	 
碜	0	0	0	0	 
碝	0	0	0	0	 
碞	8734	0	0	0	 
碟	8811	0	0	0	 
碡	0	0	0	0	 
碢	8525	0	0	0	 
碣	0	0	0	0	 
碤	8976	0	0	0	 
碥	0	0	0	0	 
碦	7887	0	0	0	 
碧	0	0	0	0	 
碩	0	0	0	0	 
碪	0	0	0	0	 
碫	0	0	0	0	 
碬	0	0	0	0	 
碭	0	0	0	0	 
碮	0	0	0	0	 
碯	8525	0	0	0	 
碰	10307	0	0	0	 
碱	8503	0	0	0	 
碳	9185	0	0	0	 
碴	0	0	0	0	 
碶	0	0	0	0	 
碷	0	0	0	0	 
碸	9482	0	0	0	 
碹	0	0	0	0	 
確	12991	0	0	0	 
碻	0	0	0	0	 
碼	0	0	0	0	 
碽	9262	0	0	0	 
碾	0	0	0	0	 
碿	0	0	0	0	 
磀	9196	0	0	0	 
磁	0	0	0	0	 
磃	0	0	0	0	 
磄	8162	0	0	0	 
磅	0	0	0	0	 
磇	0	0	0	0	 
磈	9372	0	0	0	 
磉	10472	0	0	0	 
磊	0	0	0	0	 
磍	0	0	0	0	 
磎	0	0	0	0	 
磏	9031	0	0	0	 
磐	0	0	0	0	 
磑	0	0	0	0	 
磒	0	0	0	0	 
磓	8415	0	0	0	 
磔	8492	0	0	0	 
磕	0	0	0	0	 
磗	0	0	0	0	 
磘	9295	0	0	0	 
磙	0	0	0	0	 
磚	0	0	0	0	 
磛	0	0	0	0	 
磜	0	0	0	0	 
磝	0	0	0	0	 
磞	0	0	0	0	 
磟	0	0	0	0	 
磠	0	0	0	0	 
磡	0	0	0	0	 
磢	0	0	0	0	 
磣	0	0	0	0	 
磤	0	0	0	0	 
磥	0	0	0	0	 
磦	0	0	0	0	 
磧	8745	0	0	0	 
磨	0	0	0	0	 
磩	0	0	0	0	 
磪	0	0	0	0	 
磫	9174	0	0	0	 
磬	0	0	0	0	 
磭	0	0	0	0	 
磮	0	0	0	0	 
磯	0	0	0	0	 
磰	0	0	0	0	 
磱	8932	0	0	0	 
磲	0	0	0	0	 
磳	8206	0	0	0	 
磴	0	0	0	0	 
磵	0	0	0	0	 
磶	9427	0	0	0	 
磷	0	0	0	0	 
磹	9493	0	0	0	 
磺	0	0	0	0	 
磼	0	0	0	0	 
磽	0	0	0	0	 
磾	0	0	0	0	 
磿	0	0	0	0	 
礀	8668	0	0	0	 
礁	0	0	0	0	 
礂	0	0	0	0	 
礃	0	0	0	0	 
礄	9075	0	0	0	 
礅	0	0	0	0	 
礆	0	0	0	0	 
礇	0	0	0	0	 
礈	0	0	0	0	 
礉	0	0	0	0	 
礊	0	0	0	0	 
礋	0	0	0	0	 
礌	0	0	0	0	 
礍	0	0	0	0	 
礎	0	0	0	0	 
礏	0	0	0	0	 
礐	0	0	0	0	 
礑	0	0	0	0	 
礒	8580	0	0	0	 
礓	0	0	0	0	 
礔	0	0	0	0	 
礕	0	0	0	0	 
礖	0	0	0	0	 
礗	0	0	0	0	 
礘	0	0	0	0	 
礙	0	0	0	0	 
礚	0	0	0	0	 
礛	0	0	0	0	 
礜	0	0	0	0	 
礝	8789	0	0	0	 
礞	0	0	0	0	 
礟	0	0	0	0	 
礠	0	0	0	0	 
礡	0	0	0	0	 
礢	0	0	0	0	 
礣	9251	0	0	0	 
礤	0	0	0	0	 
礥	0	0	0	0	 
礦	0	0	0	0	 
礧	0	0	0	0	 
礨	0	0	0	0	 
礩	0	0	0	0	 
礪	0	0	0	0	 
礫	0	0	0	0	 
礬	0	0	0	0	 
礭	0	0	0	0	 
礮	0	0	0	0	 
礯	12991	0	0	0	 
礰	0	0	0	0	 
礱	0	0	0	0	 
礲	0	0	0	0	 
礳	8492	0	0	0	 
礴	0	0	0	0	 
礵	0	0	0	0	 
礶	0	0	0	0	 
礷	0	0	0	0	 
礸	0	0	0	0	 
礹	8349	0	0	0	 
示	14575	0	0	0	 
礻	8932	0	0	0	 
礼	8602	0	0	0	 
社	0	0	0	0	 
礿	8734	0	0	0	 
祀	9042	0	0	0	 
祁	0	0	0	0	 
祂	0	0	0	0	 
祃	0	0	0	0	 
祄	0	0	0	0	 
祅	9504	0	0	0	 
祆	0	0	0	0	 
祇	9042	0	0	0	 
祈	8591	0	0	0	 
祉	0	0	0	0	 
祊	0	0	0	0	 
祋	0	0	0	0	 
祌	0	0	0	0	 
祍	0	0	0	0	 
祎	0	0	0	0	 
祏	0	0	0	0	 
祐	0	0	0	0	 
祑	0	0	0	0	 
祒	9009	0	0	0	 
祓	0	0	0	0	 
祔	0	0	0	0	 
祕	9086	0	0	0	 
祖	8250	0	0	0	 
祗	0	0	0	0	 
祘	0	0	0	0	 
祙	8382	0	0	0	 
祚	8701	0	0	0	 
祛	8745	0	0	0	 
祜	8327	0	0	0	 
祝	9515	0	0	0	 
神	8866	0	0	0	 
祟	9196	0	0	0	 
祠	0	0	0	0	 
祡	8690	0	0	0	 
祢	0	0	0	0	 
祣	0	0	0	0	 
祤	9130	0	0	0	 
祥	0	0	0	0	 
祦	8976	0	0	0	 
祧	8888	0	0	0	 
票	0	0	0	0	 
祩	0	0	0	0	 
祪	0	0	0	0	 
祫	0	0	0	0	 
祬	8415	0	0	0	 
祭	0	0	0	0	 
祮	8657	0	0	0	 
祯	0	0	0	0	 
祰	0	0	0	0	 
祱	0	0	0	0	 
祲	0	0	0	0	 
祳	0	0	0	0	 
祴	0	0	0	0	 
祵	0	0	0	0	 
祶	8492	0	0	0	 
祷	8349	0	0	0	 
祸	9042	0	0	0	 
祺	0	0	0	0	 
祻	0	0	0	0	 
祼	0	0	0	0	 
祽	0	0	0	0	 
祾	0	0	0	0	 
祿	8987	0	0	0	 
禀	9053	0	0	0	 
禁	0	0	0	0	 
禃	8327	0	0	0	 
禄	9372	0	0	0	 
禅	0	0	0	0	 
禆	0	0	0	0	 
禇	0	0	0	0	 
禈	0	0	0	0	 
禉	8921	0	0	0	 
禊	0	0	0	0	 
禋	0	0	0	0	 
禌	0	0	0	0	 
禍	0	0	0	0	 
禎	9009	0	0	0	 
福	0	0	0	0	 
禐	0	0	0	0	 
禑	0	0	0	0	 
禒	0	0	0	0	 
禓	0	0	0	0	 
禔	0	0	0	0	 
禕	0	0	0	0	 
禖	0	0	0	0	 
禗	0	0	0	0	 
禘	0	0	0	0	 
禙	8668	0	0	0	 
禚	0	0	0	0	 
禛	0	0	0	0	 
禜	0	0	0	0	 
禝	0	0	0	0	 
禞	0	0	0	0	 
禟	0	0	0	0	 
禠	0	0	0	0	 
禡	0	0	0	0	 
禢	0	0	0	0	 
禣	0	0	0	0	 
禤	0	0	0	0	 
禥	0	0	0	0	 
禦	9460	0	0	0	 
禧	0	0	0	0	 
禨	0	0	0	0	 
禩	0	0	0	0	 
禪	0	0	0	0	 
禫	0	0	0	0	 
禬	0	0	0	0	 
禭	0	0	0	0	 
禮	0	0	0	0	 
禯	0	0	0	0	 
禰	0	0	0	0	 
禱	0	0	0	0	 
禲	8591	0	0	0	 
禳	0	0	0	0	 
禴	0	0	0	0	 
禵	12991	0	0	0	 
禶	0	0	0	0	 
禷	0	0	0	0	 
禸	8646	0	0	0	 
禹	8646	0	0	0	 
禺	8932	0	0	0	 
离	10175	0	0	0	 
禽	8833	0	0	0	 
禾	8811	0	0	0	 
秀	8910	0	0	0	 
私	0	0	0	0	 
秂	8569	0	0	0	 
秃	0	0	0	0	 
秄	0	0	0	0	 
秅	8899	0	0	0	 
秆	0	0	0	0	 
秈	8987	0	0	0	 
秉	9317	0	0	0	 
秋	0	0	0	0	 
秌	8481	0	0	0	 
种	0	0	0	0	 
秎	0	0	0	0	 
秏	0	0	0	0	 
秐	10010	0	0	0	 
科	0	0	0	0	 
秓	0	0	0	0	 
秔	8437	0	0	0	 
秕	0	0	0	0	 
秖	0	0	0	0	 
秗	8140	0	0	0	 
秘	0	0	0	0	 
秙	0	0	0	0	 
秚	0	0	0	0	 
秛	0	0	0	0	 
秜	0	0	0	0	 
秝	0	0	0	0	 
秞	8690	0	0	0	 
租	0	0	0	0	 
秠	0	0	0	0	 
秡	0	0	0	0	 
秢	8195	0	0	0	 
秣	8569	0	0	0	 
秤	10175	0	0	0	 
秦	8657	0	0	0	 
秧	0	0	0	0	 
秨	8074	0	0	0	 
秩	0	0	0	0	 
秪	9713	0	0	0	 
秫	0	0	0	0	 
秬	8745	0	0	0	 
秭	0	0	0	0	 
秮	10307	0	0	0	 
积	0	0	0	0	 
秲	0	0	0	0	 
秳	0	0	0	0	 
秴	0	0	0	0	 
秵	0	0	0	0	 
秶	0	0	0	0	 
秷	8239	0	0	0	 
秸	0	0	0	0	 
秺	8646	0	0	0	 
移	0	0	0	0	 
秼	8646	0	0	0	 
秽	0	0	0	0	 
秿	9097	0	0	0	 
稀	0	0	0	0	 
稁	8998	0	0	0	 
稂	8668	0	0	0	 
稃	0	0	0	0	 
稄	0	0	0	0	 
稅	9042	0	0	0	 
稆	0	0	0	0	 
稇	0	0	0	0	 
稈	0	0	0	0	 
稉	0	0	0	0	 
稊	9009	0	0	0	 
程	8756	0	0	0	 
稍	8932	0	0	0	 
税	0	0	0	0	 
稏	0	0	0	0	 
稐	0	0	0	0	 
稑	0	0	0	0	 
稒	0	0	0	0	 
稓	8734	0	0	0	 
稔	0	0	0	0	 
稕	0	0	0	0	 
稖	7942	0	0	0	 
稗	0	0	0	0	 
稙	8074	0	0	0	 
稚	0	0	0	0	 
稛	0	0	0	0	 
稜	0	0	0	0	 
稝	8492	0	0	0	 
稞	0	0	0	0	 
稟	9086	0	0	0	 
稠	0	0	0	0	 
稢	9196	0	0	0	 
稣	0	0	0	0	 
稤	0	0	0	0	 
稥	0	0	0	0	 
稦	0	0	0	0	 
稧	0	0	0	0	 
稨	0	0	0	0	 
稩	0	0	0	0	 
稪	0	0	0	0	 
稫	0	0	0	0	 
稬	0	0	0	0	 
稭	0	0	0	0	 
種	0	0	0	0	 
稯	0	0	0	0	 
稰	0	0	0	0	 
稱	0	0	0	0	 
稲	8855	0	0	0	 
稳	0	0	0	0	 
稴	0	0	0	0	 
稵	0	0	0	0	 
稶	8415	0	0	0	 
稷	9020	0	0	0	 
稹	7942	0	0	0	 
稻	10230	0	0	0	 
稼	8635	0	0	0	 
稿	0	0	0	0	 
穁	0	0	0	0	 
穂	0	0	0	0	 
穃	0	0	0	0	 
穄	0	0	0	0	 
穅	8261	0	0	0	 
穆	0	0	0	0	 
穇	12991	0	0	0	 
穈	0	0	0	0	 
穉	0	0	0	0	 
穊	0	0	0	0	 
穋	0	0	0	0	 
穌	0	0	0	0	 
積	0	0	0	0	 
穎	0	0	0	0	 
穏	0	0	0	0	 
穐	8602	0	0	0	 
穑	0	0	0	0	 
穓	0	0	0	0	 
穔	0	0	0	0	 
